hemodynamics shuntfraction value,caSys_pCO2,cvSys_pCO2,caSys_HCO3,cvSys_HCO3,caSys_BE,bgDO2,caSys_pH,cvSys_pH,cvSys_pO2,caSys_pO2,caSys_O2sat,cvSys_O2sat
84.2843,68.6114,76.996,27.8693,29.1119,-0.7949,1119.4036,7.2332,7.2175,37.4359,56.1775,88.6195,71.3897
84.3844,68.8119,77.2308,27.904,29.1489,-0.7661,1118.8438,7.2248,7.2014,37.3912,56.078,88.5802,71.3114
84.4845,69.4142,77.805,27.9921,29.2238,-0.765,1117.2513,7.2405,7.2002,37.3003,55.8668,88.4508,71.2045
84.5846,69.5224,77.9232,28.022,29.2469,-0.7396,1116.9427,7.233,7.1707,37.2822,55.8193,88.414,71.1905
84.6847,69.5869,77.9701,28.0259,29.2885,-0.7441,1116.7613,7.2325,7.2062,37.2957,55.7851,88.3926,71.164
84.7848,69.6455,78.0638,28.0577,29.2686,-0.7541,1116.626,7.2305,7.1954,37.2723,55.753,88.3821,71.16
84.8849,69.7247,78.1071,28.0546,29.286,-0.736,1116.4541,7.2203,7.1921,37.2575,55.7362,88.3878,71.1506
84.985,69.785,78.1697,28.0727,29.2779,-0.723,1116.3239,7.2419,7.2029,37.2457,55.6871,88.3633,71.1271
85.0851,70.1741,78.5698,28.1106,29.3541,-0.7351,1115.4704,7.2285,7.1967,37.2078,55.5666,88.3182,71.0616
85.1852,70.3778,78.7736,28.1512,29.3736,-0.6958,1115.0418,7.2226,7.1879,37.1929,55.5304,88.2717,71.0233
85.2853,70.4337,78.8216,28.1596,29.3825,-0.7056,1114.9053,7.2285,7.1839,37.1811,55.4756,88.2693,71.0097
85.3854,70.6176,79.016,28.1684,29.4244,-0.6923,1114.6055,7.2018,7.1933,37.1799,55.4523,88.2244,70.9972
85.4855,71.3484,79.7242,28.3,29.5284,-0.6549,1113.248,7.2323,7.1786,37.1194,55.2398,88.138,70.892
85.5856,71.6311,79.993,28.3413,29.5839,-0.6419,1112.7315,7.2326,7.192,37.079,55.1754,88.0996,70.8557
85.6857,71.7527,80.1419,28.3632,29.6031,-0.6265,1112.4997,7.2259,7.1817,37.074,55.1348,88.0603,70.8284
85.7858,71.7786,80.1769,28.3501,29.5716,-0.6472,1112.439,7.2239,7.1711,37.0601,55.1262,88.0692,70.833
85.8859,71.9163,80.2704,28.3661,29.5929,-0.5956,1112.1999,7.2359,7.1888,37.0601,55.1167,88.0336,70.8248
85.986,72.1421,80.5107,28.4109,29.6514,-0.6233,1111.7897,7.2267,7.1912,37.0361,55.0358,88.0156,70.7785
86.0861,72.7509,81.1045,28.4908,29.7199,-0.5826,1110.6218,7.2107,7.1826,36.9937,54.8699,87.9176,70.7143
86.1862,72.8774,81.2387,28.5346,29.759,-0.5558,1110.3599,7.2166,7.1871,36.9703,54.8336,87.8824,70.6834
86.2863,73.3485,81.7126,28.5908,29.816,-0.556,1109.4494,7.2059,7.1858,36.9536,54.7015,87.8326,70.6289
86.3864,74.1457,82.4871,28.7243,29.9545,-0.508,1107.9197,7.2105,7.1878,36.875,54.4784,87.7054,70.5327
86.4865,74.4817,82.8028,28.763,29.9785,-0.4793,1107.3134,7.2052,7.1674,36.854,54.3734,87.6384,70.4634
86.5866,74.5007,82.8176,28.7565,29.9853,-0.4963,1107.2703,7.206,7.1836,36.8625,54.3559,87.6524,70.4956
86.6867,74.5531,82.8894,28.7828,29.9933,-0.4546,1107.1354,7.2003,7.1588,36.8108,54.3236,87.6447,70.4766
86.7868,74.5557,82.8857,28.7794,30.0057,-0.481,1107.1605,7.2019,7.1875,36.8405,54.3552,87.6431,70.4808
86.8869,74.5673,82.9228,28.7613,29.974,-0.4954,1107.1626,7.1972,7.1704,36.8403,54.3496,87.6297,70.4803
86.987,74.7436,83.0942,28.8084,30.0246,-0.4618,1106.7715,7.2187,7.1898,36.8251,54.3001,87.6091,70.4484
87.0871,75.164,83.5121,28.865,30.0699,-0.4443,1105.9169,7.2149,7.1809,36.7831,54.1851,87.54,70.3927
87.1872,75.3595,83.7063,28.9028,30.1221,-0.4215,1105.6008,7.2249,7.1856,36.7906,54.1344,87.5256,70.3558
87.2873,75.4408,83.7827,28.9145,30.1292,-0.4311,1105.4544,7.2215,7.1908,36.7717,54.1215,87.4949,70.3437
87.3874,75.5977,83.9137,28.9298,30.1664,-0.4211,1105.1523,7.1952,7.1746,36.7495,54.0668,87.4834,70.335
87.4875,76.455,84.7623,29.056,30.2578,-0.3461,1103.5694,7.2183,7.1861,36.6876,53.8667,87.364,70.2074
87.5876,76.5356,84.8579,29.0674,30.2878,-0.3574,1103.3961,7.1898,7.1721,36.6672,53.839,87.3653,70.1821
87.6877,76.8601,85.1845,29.1138,30.3499,-0.3464,1102.7878,7.2092,7.1747,36.6275,53.7739,87.3,70.1412
87.7878,76.969,85.2924,29.1412,30.3603,-0.3338,1102.579,7.2148,7.1789,36.609,53.7434,87.2947,70.1136
87.8879,77.288,85.6058,29.2104,30.3942,-0.3289,1102.024,7.2044,7.1745,36.5813,53.6703,87.2552,70.0631
87.988,77.6262,85.9461,29.2526,30.4531,-0.3132,1101.4047,7.1835,7.1802,36.5475,53.5773,87.2053,70.0283
88.0881,77.9229,86.2077,29.281,30.5126,-0.2771,1100.8928,7.1975,7.1626,36.5342,53.5203,87.1527,69.9555
88.1882,78.5587,86.8669,29.3836,30.6009,-0.2429,1099.7211,7.1685,7.1519,36.4752,53.3551,87.0687,69.8687
88.2883,79.0245,87.3054,29.4428,30.6669,-0.2173,1098.9201,7.1845,7.1768,36.4361,53.2554,87.0119,69.8161
88.3884,79.1659,87.4566,29.4697,30.6763,-0.2216,1098.67,7.2038,7.1641,36.3896,53.2124,86.9651,69.7801
88.4885,79.8922,88.1953,29.5734,30.7933,-0.169,1097.3491,7.1823,7.1706,36.3517,53.0475,86.905,69.6717
88.5886,80.0928,88.3785,29.6313,30.8111,-0.1411,1097.033,7.1867,7.1609,36.3476,53.0034,86.8547,69.6486
88.6887,80.2415,88.5333,29.6232,30.8536,-0.1412,1096.7589,7.1837,7.1515,36.2912,52.9504,86.8274,69.6367
88.7888,80.2975,88.5882,29.6341,30.8519,-0.149,1096.67,7.1784,7.1437,36.3007,52.9714,86.816,69.6228
88.8889,80.447,88.7465,29.6592,30.8664,-0.1087,1096.4219,7.1784,7.161,36.3021,52.9289,86.8081,69.6092
88.989,80.6673,88.9393,29.6849,30.8889,-0.1316,1096.1132,7.1791,7.1583,36.2805,52.8845,86.7825,69.5828
89.0891,81.3215,89.5712,29.7939,30.9917,-0.0857,1095.0683,7.1831,7.163,36.218,52.7466,86.7115,69.4614
89.1892,81.5548,89.8181,29.8171,31.0135,-0.0639,1094.6921,7.1766,7.1706,36.2112,52.7084,86.6783,69.4419
89.2893,81.7273,89.9914,29.8458,31.0713,-0.0416,1094.4422,7.1659,7.1601,36.1909,52.6766,86.6476,69.4291
89.3894,82.208,90.4459,29.9107,31.1093,-0.0048,1093.7783,7.1869,7.1472,36.1567,52.6065,86.6005,69.3655
89.4895,83.3359,91.5518,30.0959,31.2879,0.0553,1092.1253,7.1917,7.1633,36.0829,52.3856,86.4844,69.2077
89.5896,83.5875,91.7821,30.1344,31.3263,0.0675,1091.8017,7.1802,7.1579,36.0437,52.3593,86.4468,69.1858
89.6897,83.7892,92.015,30.1637,31.3697,0.0637,1091.4902,7.1654,7.1556,36.034,52.3023,86.4351,69.1798
89.7898,83.7805,91.9944,30.1642,31.3423,0.0803,1091.4723,7.1847,7.1507,36.0382,52.3068,86.4311,69.1712
89.8899,83.938,92.1375,30.1741,31.3758,0.0698,1091.2767,7.1869,7.1443,36.0211,52.2964,86.41,69.1637
89.99,84.2292,92.4242,30.2318,31.4365,0.1273,1090.8346,7.179,7.1554,36.0161,52.2456,86.3837,69.1075
90.0901,84.6149,92.8353,30.2929,31.5,0.1252,1090.2995,7.173,7.1402,35.9963,52.1695,86.3498,69.0757
90.1902,85.5617,93.7875,30.4174,31.6237,0.2091,1088.8829,7.1474,7.1346,35.9134,52.0147,86.2218,68.9977
90.2903,87.7165,95.9442,30.7452,31.9711,0.347,1085.7118,7.172,7.1382,35.7831,51.6373,85.9788,68.756
90.3904,88.4111,96.6071,30.8547,32.0557,0.3956,1084.7081,7.1512,7.1359,35.7486,51.5086,85.9005,68.6728
90.4905,88.6667,96.8568,30.9131,32.094,0.4057,1084.3446,7.142,7.1285,35.7001,51.4626,85.8849,68.6577
90.5906,88.6467,96.8489,30.9046,32.085,0.4171,1084.3494,7.1476,7.1499,35.7257,51.4827,85.8743,68.6571
90.6907,88.8992,97.0962,30.9351,32.1359,0.4444,1083.9987,7.1541,7.135,35.7146,51.4394,85.8614,68.6329
90.7908,88.98,97.1651,30.9356,32.1378,0.4188,1083.8656,7.176,7.1408,35.7097,51.4176,85.8556,68.6298
90.8909,88.9955,97.1706,30.9502,32.1378,0.4363,1083.8687,7.1747,7.1592,35.7179,51.4274,85.837,68.6261
90.991,89.0845,97.2869,30.9553,32.1395,0.4399,1083.7033,7.1692,7.131,35.7173,51.3916,85.8414,68.6071
91.0911,89.1807,97.3782,30.9665,32.1616,0.4718,1083.5894,7.1485,7.1364,35.7012,51.3746,85.8375,68.6078
91.1912,89.9615,98.1266,31.059,32.2936,0.4958,1082.5237,7.1513,7.1555,35.6467,51.2646,85.7449,68.5252
91.2913,90.6184,98.8044,31.1768,32.3827,0.5391,1081.5656,7.1727,7.1353,35.6061,51.1353,85.6665,68.4598
91.3914,91.0054,99.1882,31.2287,32.4573,0.5779,1081.0494,7.1512,7.133,35.5808,51.082,85.6323,68.4416
91.4915,91.8771,100.0563,31.3576,32.5712,0.6368,1079.8758,7.1554,7.1317,35.4966,50.9279,85.5056,68.3171
91.5916,92.316,100.4722,31.439,32.6344,0.6664,1079.2664,7.1605,7.1294,35.4936,50.8691,85.4822,68.2796
91.6917,92.5005,100.6764,31.4663,32.67,0.6806,1079.0177,7.1329,7.1358,35.4808,50.8201,85.451,68.2591
91.7918,92.499,100.6687,31.4644,32.6714,0.6718,1079.0208,7.1656,7.1389,35.4771,50.8318,85.4477,68.2449
91.8919,92.5508,100.7402,31.4656,32.6623,0.6795,1078.9136,7.1288,7.1329,35.5027,50.7965,85.4544,68.2489
91.992,92.7898,100.9407,31.5132,32.6934,0.6986,1078.6278,7.1429,7.125,35.4794,50.7767,85.4102,68.235
92.0921,93.4754,101.6285,31.629,32.8167,0.7546,1077.6782,7.1653,7.1316,35.426,50.6723,85.3506,68.1279
92.1922,93.771,101.9416,31.6694,32.8445,0.7884,1077.2589,7.1532,7.1099,35.395,50.6052,85.315,68.1124
92.2923,94.9467,103.0894,31.8274,33.0225,0.867,1075.7013,7.1361,7.1495,35.3329,50.4526,85.1838,67.958
92.3924,96.7658,104.8613,32.0945,33.2729,0.9751,1073.2514,7.1545,7.1141,35.2061,50.1946,84.9991,67.7609
92.4925,97.4865,105.6144,32.2108,33.3932,1.0438,1072.2416,7.1465,7.1163,35.1536,50.0912,84.9365,67.6901
92.5926,97.8157,105.9351,32.266,33.434,1.0753,1071.8191,7.146,7.1232,35.1547,50.0557,84.9,67.624
92.6927,97.903,106.0492,32.2596,33.4622,1.0917,1071.6706,7.1293,7.1186,35.1133,50.0453,84.8844,67.6245
92.7928,97.9681,106.0923,32.2708,33.4518,1.0889,1071.617,7.1459,7.1119,35.1391,50.0224,84.8637,67.6189
92.8929,98.2466,106.3764,32.3118,33.5121,1.1005,1071.3119,7.1408,7.119,35.1233,49.9937,84.8558,67.5924
92.993,98.3273,106.4153,32.3244,33.5202,1.0979,1071.2108,7.1381,7.116,35.1089,49.974,84.8523,67.5878
93.0931,98.6748,106.8066,32.3693,33.5735,1.128,1070.846,7.1314,7.1247,35.0845,49.956,84.8379,67.5642
93.1932,99.6279,107.7546,32.5309,33.7002,1.2042,1069.7625,7.1369,7.1196,35.0455,49.8201,84.7609,67.4879
93.2933,101.0085,109.1068,32.7457,33.917,1.3183,1068.3852,7.1334,7.1261,34.9915,49.6723,84.6363,67.3784
93.3934,101.2266,109.3458,32.7704,33.962,1.338,1068.1696,7.1147,7.1239,34.9717,49.6432,84.596,67.3699
93.4935,102.5023,110.5898,32.9854,34.1697,1.4467,1066.951,7.1253,7.0963,34.9282,49.5222,84.5241,67.2834
93.5936,102.848,110.9359,33.0116,34.2034,1.4637,1066.637,7.1239,7.1119,34.9334,49.498,84.4919,67.2496
93.6937,102.9795,111.0568,33.0509,34.2399,1.4875,1066.5078,7.1298,7.1135,34.9144,49.4808,84.4938,67.2681
93.7938,102.988,111.0518,33.0333,34.2209,1.4913,1066.5298,7.1414,7.1057,34.9037,49.4848,84.4947,67.2528
93.8939,103.2337,111.2922,33.0809,34.2659,1.4937,1066.2907,7.1274,7.1273,34.9281,49.4407,84.4885,67.2492
93.994,103.8399,111.9489,33.164,34.3422,1.5534,1065.7573,7.1286,7.1056,34.8677,49.4074,84.4358,67.1996
94.0941,105.0713,113.1506,33.3511,34.5269,1.6457,1064.6385,7.1404,7.1034,34.8372,49.2933,84.35,67.1086
94.1942,105.656,113.711,33.4453,34.6052,1.7137,1064.1477,7.1213,7.0877,34.7956,49.2256,84.3069,67.067
94.2943,105.8197,113.9006,33.4766,34.6427,1.7135,1064.0043,7.1353,7.0878,34.8287,49.2412,84.2893,67.0553
94.3944,106.6494,114.7178,33.5869,34.7635,1.7582,1063.3195,7.1198,7.1008,34.7643,49.1322,84.2322,66.9976
94.4945,107.2844,115.3488,33.6693,34.8546,1.828,1062.7888,7.1292,7.1067,34.7373,49.0826,84.2229,66.9542
94.5946,109.5611,117.562,34.0293,35.1936,2.0091,1060.9644,7.103,7.0953,34.6474,48.9102,84.0748,66.7896
94.6947,110.5461,118.5776,34.1777,35.3481,2.0871,1060.1227,7.1076,7.0923,34.6217,48.8282,83.9985,66.7339
94.7948,110.5331,118.587,34.1943,35.3373,2.0933,1060.1252,7.1173,7.0932,34.6179,48.8163,84.0025,66.738
94.8949,111.0476,119.0734,34.2641,35.4278,2.131,1059.7313,7.1254,7.0832,34.5921,48.7925,83.9513,66.6863
94.995,111.0396,119.0833,34.256,35.4324,2.1323,1059.7107,7.1207,7.101,34.5956,48.7833,83.9462,66.6778
95.0951,112.4067,120.44,34.4483,35.6291,2.2469,1058.5846,7.0958,7.0822,34.5275,48.6752,83.8765,66.5877
95.1952,113.4918,121.5021,34.6147,35.7796,2.3398,1057.6637,7.1096,7.0841,34.5135,48.5749,83.8052,66.4994
95.2953,114.0961,122.1246,34.7158,35.8641,2.3825,1057.1065,7.0746,7.0813,34.4688,48.5203,83.7767,66.4488
95.3954,115.1305,123.1659,34.885,36.0448,2.483,1056.1789,7.1079,7.0799,34.4016,48.4312,83.6893,66.3852
95.4955,115.5568,123.5697,34.9161,36.1044,2.5444,1055.8065,7.1006,7.0943,34.4156,48.4032,83.6859,66.3548
95.5956,117.4929,125.4794,35.231,36.3861,2.6757,1054.0417,7.1026,7.0935,34.3123,48.2113,83.5494,66.1818
95.6957,118.2341,126.2188,35.3393,36.4804,2.7629,1053.3801,7.0992,7.0823,34.2787,48.1717,83.4811,66.1292
95.7958,118.7443,126.7077,35.4179,36.5776,2.7908,1053.0208,7.1107,7.0656,34.2563,48.1024,83.427,66.1128
95.8959,118.9298,126.9153,35.4605,36.6076,2.8059,1052.826,7.1027,7.08,34.2814,48.1069,83.4362,66.0929
95.996,119.7205,127.6851,35.5506,36.7146,2.8849,1052.3116,7.0963,7.09,34.2342,48.0304,83.3943,66.0537
96.0961,122.7767,130.7268,36.0112,37.1746,3.1701,1050.1797,7.1048,7.0536,34.1534,47.8498,83.2016,65.8814
96.1962,124.0965,132.0604,36.1938,37.3637,3.2876,1049.2801,7.0772,7.0536,34.1246,47.7464,83.1503,65.8055
96.2963,124.6932,132.6476,36.2894,37.4531,3.3342,1048.8919,7.0883,7.0718,34.1039,47.7206,83.1202,65.7786
96.3964,125.4853,133.4314,36.4146,37.5815,3.4124,1048.4606,7.0867,7.0666,34.0803,47.6403,83.0768,65.7436
96.4965,127.8347,135.7465,36.7776,37.9479,3.612,1047.1076,7.0765,7.0699,34.0451,47.554,82.9528,65.662
96.5966,128.3831,136.3187,36.8493,38.0243,3.6606,1046.8086,7.0862,7.0647,34.0158,47.5124,82.9255,65.6415
96.6967,129.4429,137.3738,37.0097,38.1661,3.7723,1046.2226,7.0787,7.085,34.0212,47.4389,82.8961,65.6049
96.7968,130.1855,138.0948,37.1284,38.2631,3.8325,1045.7982,7.0958,7.0665,33.996,47.4211,82.8691,65.5578
96.8969,131.7093,139.603,37.3337,38.5052,3.9803,1044.991,7.0685,7.0549,33.9721,47.3458,82.7802,65.4862
96.997,133.9121,141.8004,37.6796,38.8281,4.1851,1043.8441,7.0763,7.0675,33.9098,47.2151,82.6928,65.4117
97.0971,134.1983,142.1033,37.7247,38.8662,4.212,1043.6786,7.0852,7.0595,33.9,47.2178,82.6792,65.4148
97.1972,139.6198,147.4805,38.5048,39.6741,4.7509,1040.8088,7.0733,7.0556,33.7972,46.9485,82.4482,65.1946
97.2973,144.4587,152.2786,39.2639,40.4033,5.2117,1038.2923,7.0637,7.0359,33.671,46.7259,82.2524,65.0088
97.3974,145.9474,153.7808,39.4722,40.6312,5.3643,1037.5067,7.0452,7.0475,33.6516,46.6536,82.1922,64.9354
97.4975,154.1559,161.9532,40.7275,41.8632,6.1394,1033.2799,7.0528,7.0383,33.493,46.2769,81.8567,64.6278
97.5976,158.0732,165.8476,41.2997,42.4379,6.5211,1031.2616,7.0418,7.0197,33.4223,46.1138,81.7019,64.4835
97.6977,158.6401,166.3998,41.3892,42.53,6.5913,1030.9459,7.0368,7.0293,33.4075,46.0766,81.6842,64.4419
97.7978,159.0975,166.8313,41.4622,42.5911,6.6201,1030.7368,7.0412,7.0327,33.3919,46.0761,81.6524,64.4306
97.8979,159.1026,166.8364,41.4589,42.5934,6.643,1030.7409,7.0685,7.0321,33.4093,46.0645,81.651,64.4356
97.998,160.5138,168.2501,41.6682,42.7999,6.7635,1030.0237,7.0194,7.0278,33.346,45.9972,81.6002,64.3867
98.0981,161.1632,168.8908,41.7741,42.8944,6.8374,1029.6894,7.0402,7.0398,33.3532,45.9715,81.5744,64.3764
98.1982,162.219,169.9324,41.9159,43.0534,6.9116,1029.1667,7.0315,7.0295,33.3378,45.9185,81.5372,64.3334
98.2983,164.7208,172.4269,42.3039,43.4174,7.1695,1027.8857,7.0223,7.0331,33.2753,45.8023,81.4295,64.2179
98.3984,169.9759,177.6456,43.0738,44.2053,7.6786,1025.2177,7.0218,7.0216,33.1699,45.571,81.2223,64.0121
98.4985,172.1919,179.8627,43.4242,44.5443,7.9137,1024.0972,7.0276,7.0321,33.1216,45.4618,81.1409,63.9264
98.5986,172.2069,179.877,43.4219,44.551,7.9077,1024.0772,7.0429,7.0192,33.1217,45.4817,81.1368,63.9264
98.6987,172.4714,180.1431,43.4643,44.5866,7.9348,1023.9515,7.0285,7.0182,33.1117,45.4561,81.1204,63.9138
98.7988,173.4037,181.0583,43.6036,44.7161,8.0214,1023.4916,7.0358,7.0077,33.1117,45.43,81.073,63.8846
98.8989,173.4098,181.0307,43.5887,44.7164,8.0328,1023.4958,7.0069,7.0151,33.1194,45.4163,81.066,63.8765
98.999,173.4082,181.0393,43.5907,44.7265,8.0203,1023.4873,7.0084,7.0079,33.1208,45.4403,81.0715,63.8838
99.0991,173.4246,181.0425,43.5854,44.7355,8.0224,1023.4878,7.0009,7.0063,33.1046,45.4036,81.0904,63.8983
99.1992,173.451,181.1027,43.603,44.7196,8.016,1023.4758,7.0368,7.0274,33.0963,45.4174,81.0837,63.8863
99.2993,173.5004,181.1059,43.6026,44.7368,8.0408,1023.4626,7.027,7.0175,33.1094,45.4065,81.0689,63.8758
99.3994,173.4993,181.1492,43.6236,44.7265,8.0364,1023.4965,7.0148,7.0257,33.1046,45.424,81.069,63.9032
99.4995,173.5184,181.1645,43.6309,44.7268,8.0258,1023.5072,7.0197,6.9977,33.115,45.4202,81.0933,63.8802
99.5996,173.5118,181.1839,43.5996,44.7301,8.0386,1023.4743,7.0388,7.0226,33.0974,45.4388,81.1096,63.8845
99.6997,173.5595,181.2369,43.6133,44.7439,8.0309,1023.4956,7.0205,7.0352,33.0954,45.4248,81.0844,63.8737
99.7998,173.6018,181.2672,43.6245,44.7413,8.0192,1023.5032,7.0136,7.024,33.1093,45.4246,81.0814,63.8939
99.8999,173.5819,181.2454,43.6414,44.7462,8.038,1023.4842,6.9973,7.0193,33.1054,45.4065,81.0843,63.8729
100.0,173.5892,181.2433,43.6366,44.7576,8.0558,1023.4807,7.0327,7.0254,33.1017,45.4148,81.0819,63.8711
