hemodynamics dlco value,bgDO2,caSys_pCO2,cvSys_pCO2,cvSys_pO2,caSys_pO2,caSys_HCO3,cvSys_HCO3,caSys_O2sat,cvSys_O2sat,caSys_pH,cvSys_pH,caSys_BE
84.4414,1304.7542,32.0508,41.3202,51.5118,263.0622,22.3918,23.7512,99.8277,85.9309,7.4785,7.386,-1.2534
84.5405,1304.7554,32.0428,41.3187,51.5231,263.0581,22.4083,23.7768,99.8272,85.9372,7.4686,7.3736,-1.2614
84.6396,1304.7463,32.0657,41.3062,51.5147,263.0586,22.4006,23.7492,99.8292,85.9125,7.4641,7.3832,-1.2504
84.7387,1304.748,32.0579,41.3135,51.5104,263.0577,22.4141,23.7647,99.8253,85.9253,7.4806,7.351,-1.2587
84.8378,1304.7585,32.0588,41.3203,51.5191,263.0253,22.3944,23.7536,99.8183,85.9279,7.4689,7.365,-1.2443
84.9369,1304.7181,32.0781,41.3096,51.5111,262.9512,22.406,23.7608,99.8432,85.933,7.4778,7.3956,-1.2661
85.036,1304.6934,32.0688,41.318,51.5144,262.7733,22.4067,23.7716,99.8317,85.9398,7.4629,7.3759,-1.2577
85.1351,1304.6741,32.0574,41.3038,51.5236,262.709,22.3906,23.771,99.8297,85.9171,7.458,7.3831,-1.2815
85.2342,1304.6224,32.0611,41.3108,51.5202,262.53,22.405,23.75,99.8245,85.929,7.4693,7.3652,-1.2693
85.3333,1304.5706,32.0562,41.3151,51.4983,262.2258,22.3688,23.7574,99.8342,85.9286,7.4773,7.3645,-1.2636
85.4324,1304.4593,32.0514,41.3193,51.4733,261.7649,22.4167,23.7452,99.8221,85.9193,7.4707,7.393,-1.237
85.5315,1304.3867,32.0785,41.3175,51.4866,261.6197,22.3868,23.7451,99.8379,85.8966,7.48,7.3841,-1.2548
85.6306,1304.3897,32.0589,41.2965,51.4815,261.52,22.3957,23.7621,99.8217,85.9152,7.4842,7.3836,-1.2581
85.7297,1304.3907,32.0527,41.3169,51.4932,261.4993,22.3924,23.7636,99.8237,85.9079,7.465,7.3884,-1.2689
85.8288,1304.3702,32.0628,41.3034,51.4904,261.4567,22.4053,23.7507,99.8259,85.8858,7.4763,7.3951,-1.2696
85.9279,1304.3749,32.052,41.3107,51.4815,261.4562,22.3976,23.763,99.8157,85.9019,7.4791,7.3872,-1.2468
86.027,1304.3515,32.0575,41.2959,51.4653,261.4358,22.4145,23.764,99.8394,85.8974,7.4668,7.3721,-1.2808
86.1261,1304.3774,32.0582,41.3076,51.4835,261.4366,22.411,23.7594,99.8373,85.8971,7.4704,7.3927,-1.27
86.2252,1304.3466,32.0571,41.3344,51.4886,261.4463,22.3931,23.7689,99.8187,85.9008,7.4479,7.3702,-1.2712
86.3243,1304.382,32.0788,41.3062,51.4693,261.4839,22.3957,23.7564,99.826,85.9103,7.4889,7.3823,-1.2667
86.4234,1304.4245,32.0701,41.304,51.5009,261.67,22.4001,23.7637,99.8228,85.9053,7.4701,7.3687,-1.2805
86.5225,1304.5413,32.0724,41.2901,51.4698,262.1402,22.4109,23.7649,99.8254,85.9024,7.4777,7.3818,-1.2649
86.6216,1304.5898,32.0814,41.3002,51.4895,262.376,22.3959,23.7677,99.8404,85.9121,7.4637,7.3953,-1.2556
86.7207,1304.5919,32.0596,41.3174,51.4758,262.3694,22.3914,23.7671,99.8201,85.9021,7.4756,7.3861,-1.265
86.8198,1304.6008,32.0654,41.2938,51.4706,262.4419,22.3996,23.7583,99.8385,85.8954,7.4662,7.385,-1.2429
86.9189,1304.6226,32.0591,41.3012,51.4919,262.4886,22.3845,23.754,99.8165,85.9017,7.453,7.3713,-1.241
87.018,1304.6706,32.0552,41.319,51.4768,262.7249,22.3973,23.7652,99.8111,85.9059,7.4768,7.3911,-1.2521
87.1171,1304.6868,32.0673,41.3271,51.4829,262.8079,22.4015,23.7736,99.8265,85.9122,7.4708,7.3597,-1.258
87.2162,1304.7104,32.0718,41.3114,51.4966,262.8764,22.402,23.7724,99.8295,85.914,7.4495,7.3763,-1.2471
87.3153,1304.7238,32.0654,41.3114,51.4891,262.9112,22.3967,23.7616,99.8374,85.9197,7.4625,7.3786,-1.2837
87.4144,1304.735,32.0664,41.3078,51.5233,263.0072,22.4047,23.7705,99.8181,85.9231,7.4542,7.3765,-1.2785
87.5135,1304.7382,32.0823,41.3016,51.5265,263.0064,22.3945,23.7515,99.8443,85.919,7.4777,7.3863,-1.247
87.6126,1304.7327,32.0592,41.3058,51.5215,263.0289,22.3807,23.7569,99.8245,85.9323,7.4785,7.373,-1.2597
87.7117,1304.7645,32.0494,41.304,51.5307,263.022,22.4119,23.7479,99.8414,85.9439,7.4566,7.391,-1.279
87.8108,1304.7404,32.0624,41.3256,51.5263,262.9797,22.4036,23.7628,99.8418,85.9295,7.4675,7.3842,-1.2574
87.9099,1304.7066,32.0589,41.3151,51.5277,262.9163,22.388,23.747,99.8151,85.9438,7.4633,7.3763,-1.2557
88.009,1304.7246,32.0495,41.3021,51.5373,262.9129,22.4022,23.7575,99.829,85.9413,7.4778,7.3733,-1.2575
88.1081,1304.7031,32.0714,41.3162,51.53,262.8649,22.4019,23.7524,99.8261,85.9309,7.4649,7.3741,-1.2626
88.2072,1304.6955,32.077,41.3078,51.5395,262.7128,22.3806,23.7763,99.8304,85.9431,7.473,7.3769,-1.2616
88.3063,1304.6732,32.0567,41.2985,51.5372,262.7047,22.4154,23.7656,99.8328,85.9308,7.4653,7.3774,-1.2597
88.4054,1304.609,32.0637,41.3093,51.5181,262.4786,22.3937,23.7477,99.8271,85.9341,7.4779,7.3951,-1.2421
88.5045,1304.5938,32.0623,41.3112,51.5297,262.4334,22.3989,23.7507,99.8306,85.9253,7.4708,7.3888,-1.2543
88.6036,1304.4192,32.0618,41.3253,51.5048,261.7613,22.4063,23.7467,99.828,85.9101,7.4843,7.3881,-1.2498
88.7027,1304.4011,32.0718,41.3065,51.4809,261.5993,22.4168,23.7581,99.8265,85.9253,7.4747,7.3696,-1.2429
88.8018,1304.3739,32.0597,41.3112,51.5037,261.4425,22.395,23.7625,99.8301,85.9115,7.4747,7.3643,-1.2529
88.9009,1304.3808,32.0529,41.3007,51.4872,261.3728,22.3864,23.7642,99.8287,85.8954,7.4651,7.3773,-1.2547
89.0,1304.3465,32.0627,41.3153,51.4802,261.2817,22.4061,23.7651,99.8356,85.9238,7.4686,7.3883,-1.2596
89.0991,1304.3231,32.0536,41.3309,51.4782,261.282,22.4075,23.7649,99.8437,85.8885,7.4693,7.3572,-1.2477
89.1982,1304.3375,32.0524,41.3149,51.4716,261.2693,22.383,23.741,99.8376,85.8945,7.4542,7.3906,-1.2493
89.2973,1304.3438,32.0668,41.317,51.4713,261.2766,22.3732,23.7696,99.8233,85.883,7.4744,7.3801,-1.2477
89.3964,1304.344,32.0587,41.3053,51.4905,261.3496,22.4043,23.7596,99.8387,85.9137,7.4653,7.3751,-1.2703
89.4955,1304.3944,32.0508,41.3056,51.4815,261.5363,22.4031,23.7696,99.8284,85.8944,7.4983,7.3808,-1.2614
89.5946,1304.537,32.0569,41.3152,51.4915,262.1198,22.386,23.7547,99.8183,85.9143,7.4659,7.3723,-1.2524
89.6937,1304.5542,32.0493,41.3086,51.4897,262.2499,22.407,23.7557,99.8226,85.9067,7.4706,7.3691,-1.2574
89.7928,1304.5963,32.0514,41.3268,51.5169,262.3608,22.4012,23.7695,99.8347,85.9174,7.4737,7.3751,-1.2565
89.8919,1304.5904,32.0577,41.3213,51.5183,262.3956,22.4085,23.766,99.8315,85.9308,7.4648,7.3707,-1.2617
89.991,1304.614,32.0472,41.2968,51.5108,262.4704,22.3993,23.7704,99.8306,85.9146,7.4643,7.3616,-1.2844
90.0901,1304.6218,32.0578,41.3206,51.5153,262.5476,22.4189,23.771,99.8069,85.9271,7.4652,7.3869,-1.2473
90.1892,1304.6434,32.0557,41.3012,51.5299,262.589,22.4046,23.7443,99.8052,85.9093,7.4691,7.3686,-1.2637
90.2883,1304.6593,32.082,41.3124,51.5478,262.6884,22.3879,23.7552,99.8142,85.9127,7.4655,7.3984,-1.2589
90.3874,1304.6871,32.0669,41.3049,51.5247,262.8217,22.3905,23.7694,99.8348,85.9379,7.4847,7.3834,-1.278
90.4865,1304.7016,32.0822,41.3033,51.5418,262.85,22.3745,23.748,99.8292,85.9506,7.4637,7.369,-1.2639
90.5856,1304.7172,32.0577,41.2881,51.5395,262.8584,22.4044,23.7432,99.8376,85.924,7.4696,7.3703,-1.257
90.6847,1304.7052,32.0553,41.3054,51.5502,262.8663,22.4112,23.7607,99.8133,85.9166,7.4871,7.3681,-1.2675
90.7838,1304.7216,32.0571,41.2932,51.5519,262.8612,22.3986,23.7774,99.8402,85.9473,7.4641,7.3821,-1.2662
90.8829,1304.7028,32.0575,41.3026,51.5373,262.8111,22.403,23.7374,99.8252,85.928,7.4807,7.3717,-1.2699
90.982,1304.6815,32.0662,41.3092,51.5213,262.6837,22.403,23.7571,99.8352,85.9359,7.4764,7.3724,-1.2542
91.0811,1304.6806,32.0522,41.3037,51.5128,262.6633,22.3915,23.7557,99.8339,85.9261,7.4651,7.3774,-1.2503
91.1802,1304.6597,32.0547,41.3215,51.5381,262.6556,22.396,23.7753,99.8331,85.9329,7.4654,7.3966,-1.2644
91.2793,1304.643,32.0684,41.3138,51.5143,262.5498,22.3815,23.7659,99.8424,85.922,7.4741,7.3745,-1.2622
91.3784,1304.5833,32.0677,41.3213,51.5297,262.3678,22.3953,23.7569,99.8306,85.9276,7.4761,7.3665,-1.2797
91.4775,1304.5838,32.0693,41.3059,51.5276,262.266,22.4034,23.7628,99.8306,85.9158,7.4755,7.3917,-1.2492
91.5766,1304.4863,32.0615,41.3157,51.5015,261.9285,22.3872,23.7741,99.8196,85.9073,7.4803,7.3748,-1.2625
91.6757,1304.4493,32.056,41.3115,51.4952,261.7858,22.4157,23.7532,99.8172,85.8937,7.4637,7.3821,-1.2483
91.7748,1304.4248,32.0627,41.3211,51.4788,261.6772,22.3944,23.7563,99.8428,85.9014,7.476,7.3721,-1.2518
91.8739,1304.4304,32.0504,41.3118,51.4786,261.6603,22.3959,23.7583,99.8345,85.8962,7.4829,7.3757,-1.2441
91.973,1304.4058,32.0609,41.3127,51.5039,261.557,22.4042,23.7565,99.8166,85.8936,7.4639,7.3648,-1.2604
92.0721,1304.4051,32.0752,41.3283,51.492,261.5156,22.395,23.7706,99.8127,85.9089,7.483,7.364,-1.2569
92.1712,1304.4137,32.0521,41.3132,51.488,261.5309,22.4052,23.7639,99.8314,85.9061,7.4756,7.3746,-1.2682
92.2703,1304.399,32.0462,41.3071,51.4729,261.4989,22.3845,23.7556,99.8232,85.9039,7.4644,7.3727,-1.2578
92.3694,1304.3943,32.0691,41.3112,51.4925,261.5106,22.3969,23.7513,99.8243,85.8981,7.4689,7.3802,-1.2506
92.4685,1304.4018,32.0492,41.3135,51.4788,261.5219,22.3927,23.7606,99.8339,85.8911,7.4737,7.3836,-1.2715
92.5676,1304.3963,32.0611,41.3017,51.4659,261.5352,22.4269,23.7691,99.8411,85.8967,7.4697,7.3889,-1.2698
92.6667,1304.4067,32.0645,41.3039,51.4975,261.5646,22.3833,23.7652,99.8318,85.8904,7.4706,7.3809,-1.248
92.7658,1304.4168,32.0569,41.299,51.478,261.5724,22.4007,23.7603,99.8257,85.9111,7.4664,7.3837,-1.2681
92.8649,1304.4131,32.069,41.3248,51.4904,261.6091,22.4095,23.7513,99.8323,85.8999,7.4742,7.384,-1.2508
92.964,1304.4448,32.0407,41.3076,51.4863,261.7255,22.4003,23.7494,99.8294,85.9214,7.4699,7.3812,-1.2717
93.0631,1304.4308,32.0555,41.326,51.4891,261.7547,22.3836,23.7806,99.8403,85.8949,7.4682,7.3658,-1.2729
93.1622,1304.4666,32.0536,41.3126,51.4943,261.8241,22.3911,23.7645,99.8459,85.9204,7.4722,7.3682,-1.2654
93.2613,1304.4848,32.0432,41.318,51.5131,261.8918,22.3969,23.7555,99.8287,85.9143,7.4609,7.3803,-1.2596
93.3604,1304.5418,32.0729,41.3177,51.5255,262.1361,22.4077,23.7577,99.8384,85.9153,7.4719,7.3814,-1.2517
93.4595,1304.5534,32.0466,41.3056,51.5276,262.1776,22.3966,23.7488,99.8318,85.9368,7.4622,7.3628,-1.2713
93.5586,1304.6435,32.0615,41.3089,51.528,262.5213,22.4153,23.7698,99.8255,85.9497,7.468,7.3792,-1.2469
93.6577,1304.6347,32.079,41.2968,51.5444,262.6147,22.4084,23.7597,99.8294,85.9528,7.4868,7.3587,-1.2359
93.7568,1304.6647,32.0706,41.2978,51.5502,262.6528,22.4127,23.7633,99.8301,85.9416,7.4768,7.382,-1.2752
93.8559,1304.6735,32.0638,41.3025,51.5506,262.7164,22.4038,23.7613,99.8173,85.9487,7.4627,7.3735,-1.2558
93.955,1304.6884,32.0656,41.299,51.5686,262.8068,22.393,23.7685,99.8204,85.9412,7.4731,7.3675,-1.2686
94.0541,1304.7039,32.0641,41.3089,51.5454,262.853,22.3889,23.7534,99.8336,85.9515,7.4813,7.3852,-1.2652
94.1532,1304.6999,32.0645,41.3262,51.5477,262.8706,22.4013,23.7692,99.8276,85.9353,7.472,7.3714,-1.2611
94.2523,1304.7039,32.0664,41.3033,51.5573,262.882,22.4063,23.7447,99.8355,85.9521,7.4891,7.3815,-1.2623
94.3514,1304.7348,32.0665,41.3259,51.5709,262.8661,22.3893,23.7664,99.8435,85.9284,7.4806,7.3781,-1.2522
94.4505,1304.7157,32.0684,41.2833,51.5696,262.826,22.4074,23.7469,99.8178,85.9606,7.4592,7.3908,-1.2605
94.5495,1304.6912,32.0596,41.3231,51.5549,262.8022,22.3956,23.7442,99.8249,85.9591,7.4893,7.3806,-1.2844
94.6486,1304.6724,32.0614,41.305,51.5618,262.6992,22.4096,23.7591,99.8258,85.9586,7.4668,7.382,-1.2691
94.7477,1304.6235,32.0631,41.3073,51.5514,262.5457,22.4138,23.7729,99.8216,85.9499,7.4855,7.3813,-1.2536
94.8468,1304.6333,32.075,41.3086,51.5434,262.5358,22.3954,23.7678,99.8456,85.9503,7.4608,7.358,-1.2607
94.9459,1304.5678,32.0709,41.3169,51.5441,262.3428,22.3859,23.756,99.8165,85.9358,7.4666,7.3935,-1.2553
95.045,1304.5773,32.0714,41.3152,51.5399,262.3487,22.3994,23.7628,99.8395,85.9202,7.4644,7.3668,-1.2367
95.1441,1304.5363,32.0498,41.3048,51.5309,262.1778,22.3884,23.7576,99.8267,85.9267,7.4679,7.3771,-1.2487
95.2432,1304.5276,32.0597,41.309,51.5432,262.154,22.3857,23.7743,99.8212,85.9323,7.4426,7.3797,-1.2579
95.3423,1304.509,32.0527,41.3053,51.5324,262.0575,22.3883,23.7667,99.8413,85.9467,7.4624,7.3798,-1.2663
95.4414,1304.4856,32.0447,41.3084,51.5382,261.9204,22.3916,23.764,99.8364,85.9164,7.4696,7.3769,-1.2635
95.5405,1304.495,32.0613,41.3212,51.5315,261.8911,22.3968,23.7498,99.8161,85.9324,7.4846,7.3939,-1.2713
95.6396,1304.3993,32.0542,41.3123,51.5159,261.602,22.3878,23.7422,99.8457,85.9298,7.474,7.3796,-1.258
95.7387,1304.3815,32.0506,41.3025,51.5252,261.4977,22.3972,23.7749,99.832,85.931,7.4701,7.3825,-1.2541
95.8378,1304.3912,32.0724,41.3002,51.5141,261.4916,22.3973,23.7603,99.841,85.9313,7.4833,7.3797,-1.2573
95.9369,1304.3738,32.0604,41.2957,51.5119,261.5543,22.3855,23.7572,99.8347,85.9227,7.4648,7.3784,-1.2768
96.036,1304.4037,32.0635,41.2853,51.5064,261.5472,22.3984,23.7681,99.8293,85.9324,7.4641,7.3895,-1.2592
96.1351,1304.4043,32.0385,41.3075,51.5212,261.5575,22.4062,23.749,99.8282,85.9075,7.4457,7.388,-1.2717
96.2342,1304.3899,32.0659,41.3065,51.5198,261.5988,22.393,23.768,99.823,85.9383,7.4792,7.3943,-1.2625
96.3333,1304.4018,32.0663,41.3192,51.4992,261.6635,22.4009,23.754,99.8323,85.9267,7.4682,7.382,-1.2596
96.4324,1304.4546,32.0598,41.3156,51.5212,261.8263,22.4043,23.7549,99.8298,85.9323,7.4621,7.3893,-1.2655
96.5315,1304.5603,32.0708,41.3041,51.5287,262.2978,22.4158,23.7542,99.8354,85.9268,7.4919,7.3804,-1.2645
96.6306,1304.618,32.0348,41.3133,51.5316,262.4164,22.4215,23.7445,99.8181,85.9298,7.459,7.3711,-1.2704
96.7297,1304.6716,32.0674,41.2978,51.5521,262.7248,22.4075,23.7501,99.8341,85.955,7.4744,7.3794,-1.2837
96.8288,1304.7351,32.0606,41.3214,51.5407,262.9845,22.4077,23.7575,99.8368,85.9526,7.4681,7.3802,-1.2567
96.9279,1304.7503,32.0712,41.3098,51.5652,263.1046,22.4017,23.7573,99.8074,85.9534,7.4624,7.3709,-1.2622
97.027,1304.8014,32.0741,41.3053,51.5713,263.2205,22.3984,23.7767,99.8217,85.9307,7.4647,7.3884,-1.2419
97.1261,1304.7839,32.0477,41.3108,51.5551,263.1981,22.4147,23.7615,99.8317,85.9522,7.459,7.3864,-1.2388
97.2252,1304.8067,32.0705,41.3116,51.559,263.2159,22.4042,23.7551,99.8444,85.9506,7.4769,7.3891,-1.2689
97.3243,1304.7767,32.0625,41.3017,51.5555,263.2426,22.405,23.7632,99.8431,85.9565,7.448,7.3801,-1.2652
97.4234,1304.8189,32.0667,41.3079,51.5547,263.2558,22.4133,23.7689,99.8176,85.9431,7.4679,7.3589,-1.2597
97.5225,1304.8088,32.0627,41.3116,51.5455,263.312,22.4,23.7628,99.8291,85.9539,7.455,7.3942,-1.2514
97.6216,1304.8436,32.0571,41.2947,51.5496,263.3429,22.4068,23.7624,99.8351,85.9501,7.4769,7.3771,-1.2466
97.7207,1304.8106,32.0609,41.3183,51.5542,263.3482,22.4038,23.7655,99.8241,85.9328,7.4771,7.3929,-1.2624
97.8198,1304.8241,32.0542,41.3178,51.547,263.3143,22.3798,23.7573,99.819,85.9614,7.4638,7.3759,-1.261
97.9189,1304.7921,32.0469,41.3236,51.5562,263.2646,22.4053,23.7707,99.8295,85.9635,7.4814,7.3914,-1.2612
98.018,1304.7513,32.0578,41.3007,51.5486,263.0385,22.4077,23.7618,99.8334,85.9441,7.4683,7.3765,-1.277
98.1171,1304.7087,32.0536,41.3148,51.5453,262.8509,22.4032,23.7619,99.8376,85.9461,7.4647,7.3733,-1.2746
98.2162,1304.6064,32.0692,41.2913,51.5186,262.4731,22.4066,23.7577,99.8249,85.9309,7.4729,7.3686,-1.2573
98.3153,1304.4494,32.0714,41.3151,51.5062,261.7988,22.4007,23.7702,99.8514,85.9298,7.4595,7.3932,-1.278
98.4144,1304.4577,32.0587,41.3202,51.5093,261.8117,22.3911,23.7742,99.8283,85.9206,7.4907,7.3786,-1.2593
98.5135,1304.3902,32.0499,41.3023,51.5126,261.5303,22.3931,23.7596,99.8157,85.901,7.4748,7.3819,-1.2502
98.6126,1304.3575,32.0585,41.2973,51.4861,261.4775,22.3983,23.77,99.8217,85.9239,7.4694,7.3834,-1.2635
98.7117,1304.3481,32.0355,41.3101,51.4873,261.3693,22.401,23.7498,99.8449,85.9096,7.461,7.3841,-1.2506
98.8108,1304.3535,32.0558,41.3115,51.4851,261.3763,22.3884,23.7514,99.8283,85.9109,7.4771,7.3902,-1.2633
98.9099,1304.3314,32.0531,41.3054,51.5109,261.3618,22.4025,23.7597,99.8141,85.92,7.4625,7.3778,-1.2704
99.009,1304.3379,32.0625,41.2998,51.4867,261.3454,22.4119,23.7536,99.8211,85.8895,7.4801,7.3729,-1.2468
99.1081,1304.3208,32.0646,41.3305,51.4976,261.2768,22.3939,23.7733,99.8408,85.918,7.4559,7.3637,-1.2587
99.2072,1304.3347,32.0718,41.322,51.4673,261.3286,22.4059,23.7667,99.8243,85.9107,7.4654,7.3816,-1.2503
99.3063,1304.3971,32.0733,41.3096,51.5003,261.605,22.3757,23.7738,99.8268,85.9094,7.4622,7.3928,-1.2396
99.4054,1304.4044,32.058,41.3207,51.4944,261.6706,22.4127,23.7441,99.8163,85.9071,7.4887,7.3813,-1.2637
99.5045,1304.4172,32.0676,41.304,51.5057,261.6778,22.4174,23.7757,99.8277,85.9144,7.4731,7.3847,-1.2411
99.6036,1304.5856,32.0667,41.3141,51.5049,262.3757,22.4023,23.7652,99.8371,85.9015,7.4807,7.3724,-1.2552
99.7027,1304.6343,32.0518,41.2995,51.4982,262.5517,22.4033,23.758,99.8347,85.9365,7.4603,7.3819,-1.2592
99.8018,1304.6234,32.0581,41.3069,51.5325,262.5476,22.3992,23.7456,99.8544,85.9363,7.4569,7.3698,-1.2734
99.9009,1304.6426,32.0511,41.314,51.5139,262.5451,22.3891,23.7529,99.8276,85.9263,7.456,7.3915,-1.2439
100.0,1304.6494,32.0612,41.3,51.4983,262.5482,22.4108,23.7542,99.8396,85.913,7.4653,7.3766,-1.2509
